YEAR,IMO,NAME,TYPE,GT,LDT,BUILT,LAST_FLAG,PREVIOUS_FLAG,BENEFICIAL_OWNER,BO_COUNTRY,COMMERCIAL_OPERATOR,REGISTERED_OWNER,RO_COUNTRY,PLACE,COUNTRY,ARRIVAL
2016,9158965,Priwall ,Fully Cellular Containership,28701,,1997,Liberia,,F. Laeisz Schiffahrtsges.mbH & Company ,Germany,Reederei F.Laeisz GmbH  ,Schiffahrtsges. ms Priwall mbH & Company KG ,Germany,Alang,India,07-04-2016
2016,9248095,Sing,Fully Cellular Containership,50242,,2002,Liberia,,Hansa Treuhand Schiffsbeteiligungs AG & Company K.G. ,Germany,Hansa Shipping GmbH & Company KG ,HS Caribe Shipping Company Limited ,Liberia,Alang,India,14-12-2016
2016,9134608,HS Master,Fully Cellular Containership,23897,,1997,Liberia,,Hansa Treuhand Schiffsbeteiligungs AG & Company K.G.  ,Germany,Hansa Treuhand Schiffsbeteiligungs AG & Company K.G.  ,Schiffahrts-Gesellschaft ms Champion mbH & Company ,Germany,Chittagong,Bangladesh,19-07-2016
2016,9158496,Jumme Trader,Fully Cellular Containership,25355,,1998,Liberia,,Hermann Buss GmbH & Cie KG ,Germany,Hermann Buss GmbH & Cie KG ,Hermann Buss KG ms Jumme Trader GmbH & Company ,Germany,Alang,India,03-12-2016
2016,9110212,Consul Poppe,Bulk Carrier,36074,,1995,Liberia,,Johann M.K. Blumenthal GmbH & Company KG Reederei,Germany,Johann M.K. Blumenthal GmbH & Company KG Reederei,ms Consul Poppe Schiffahrtsgesellschaft mbH ,Germany,Alang,India,27-01-2016
2016,9035773,Mary,Bulk Carrier,77372,,1993,Liberia,,Johann M.K. Blumenthal GmbH & Company KG Reederei ,Germany,Johann M.K. Blumenthal GmbH & Company KG Reederei ,RHO Shipholding Limited ,Liberia,Chittagong,Bangladesh,01-11-2016
2016,9039054,Martha  ,Bulk Carrier,79694,,1994,Liberia,,Johann M.K. Blumenthal GmbH & Company KG Reederei ,Germany,Johann M.K. Blumenthal GmbH & Company KG Reederei ,ms Martha Schiffahrtsgesellschaft mbH  ,Germany,Gadani,Pakistan,30-03-2016
2016,9056284,Kollmar,Fully Cellular Containership,16233,,1993,Liberia,,John Peter Wulff GmbH & Company KG (Reederei Hermann Wulff) ,Germany,John Peter Wulff GmbH & Company KG (Reederei Hermann Wulff) ,Zweite RHW Schiffahrtsges. mbH & Company KG ,Germany,Alang,India,09-03-2016
2016,8902577,Dimitrios C. ,Fully Cellular Containership,53833,,1992,Liberia,,Konig & Cie GmbH & Company KG ,Germany,Konig & Cie GmbH & Company KG ,Rayna Investments Incorporated ,St. Kitts-Nevis,Alang,India,10-03-2016
2016,9036909,HH Nikol C.,Fully Cellular Containership,53815,,1993,Liberia,,Konig & Cie GmbH & Company KG ,Germany,Konig & Cie GmbH & Company KG ,Aristoff International Limited ,Liberia,Alang,India,01-01-2016
2016,8902553,HH Emilia,Fully Cellular Containership,53833,,1991,Liberia,,Konig & Cie GmbH & Company KG ,Germany,Konig & Cie GmbH & Company KG ,Cohiba Shipping Incorporated ,Liberia,Alang,India,26-02-2016
2016,8902541,HH Johanna,Fully Cellular Containership,53783,,1991,Liberia,,Konig & Cie GmbH & Company KG  ,Germany,Konig & Cie GmbH & Company KG  ,Diamond Crown Corporation  ,Liberia,Alang,India,06-04-2016
2016,8902565,Kalliopi R.C. ,Fully Cellular Containership,53833,,1991,Liberia,,Konig & Cie GmbH & Company KG  ,Germany,Konig & Cie GmbH & Company KG  ,Fonseca Enterprises Incorporated  ,St. Kitts-Nevis,Alang,India,23-04-2016
2016,9135913,Yangtze River ,Bulk Carrier,25791,,1998,Liberia,,MPC Munchmeyer Petersen Steamship GmbH & Company KG  ,Germany,Ahrenkiel Steamship GmbH & Company KG  ,ms Yangtze River Schiffahrtsges. mbH & Company KG  ,Germany,Alang,India,07-04-2016
2016,9006851,Renate N.,Bulk Ore Carrier,154644,,1992,Liberia,,Neu Seeschiffahrt GmbH ,Germany,Neu Seeschiffahrt GmbH ,General Ore Carrier Corporation XVIII Limited ,Liberia,Chittagong,Bangladesh,15-03-2016
2016,9144304,Triglav,Bulk Carrier,24954,,1998,Liberia,,Peter Doehle Schiffahrts-KG  ,Germany,Splosna Plovba d.o.o. ,Genshipping Corporation  ,Liberia,Chittagong,Bangladesh,30-05-2016
2016,9144031,Postojna,Bulk Carrier,25537,,1998,Liberia,,Peter Doehle Schiffahrts-KG  ,Germany,Splosna Plovba d.o.o.  ,Genshipping Corporation  ,Liberia,Gadani,Pakistan,07-05-2016
2016,9219367,Anke,Fully Cellular Containership,35824,,2002,Liberia,,Peter Doehle Schiffahrts-KG  ,Germany,Peter Doehle Schiffahrts-KG  ,ms Anke Schiffarhts GmbH & Company KG  ,Germany,Chittagong,Bangladesh,22-08-2016
2016,9151527,Hammonia Thracium ,Fully Cellular Containership,29383,,1997,Liberia,,Peter Doehle Schiffahrts-KG  ,Germany,Hammonia Reederei GmbH & Company KG  ,ms Hammonia Thracium Schiffahrts GmbH & Company KG  ,Germany,Alang,India,20-07-2016
2016,9126481,Santa Giuliana,Fully Cellular Containership,21531,,1996,Liberia,,Reederei Claus-Peter Offen (GmbH & Company KG)  ,Germany, Reederei Claus-Peter Offen (GmbH & Company KG)  ,Kommanditgesellschaft ms Santa Giuliana Offen Reederei GmbH & Company  ,Germany,Alang,India,17-09-2016
2016,9137698,Westerhamm,Fully Cellular Containership,23896,,1998,Liberia,,Reederei Hans Peterson & Sohne GmbH & Company KG ,Germany,Reederei Hans Peterson & Sohne GmbH & Company KG ,Westerhamm Shipping Company Limited ,Liberia,Alang,India,30-12-2016
2016,9152777,Dreas,Fully Cellular Containership,26131,,1998,Liberia,,Rickmers Reederei GmbH & Cie KG ,Germany,Rickmers Reederei GmbH & Cie KG ,ms Andreas Rickmers Schiffsbeteiligungsges. mbH & Company,Germany,Alang,India,22-01-2016
2016,9152741,Albert Rickmers,Fully Cellular Containership,26131,,1998,Liberia,,Rickmers Reederei GmbH & Cie KG ,Germany,Rickmers Reederei GmbH & Cie KG ,Albert Navigation Company Limited ,Liberia,Alang,India,22-02-2016
2016,9153408,Mann,Fully Cellular Containership,25359,,1998,Liberia,,Schiffahrtsgesellschaft Oltmann Verwaltungs mbH & Co KG ,Germany,Schiffahrtsgesellschaft Oltmann Verwaltungs mbH & Co KG ,ms Ute Oltmann Schiffahrtsgesellschaft mbH & Company KG ,Germany,Chittagong,Bangladesh,23-12-2016
2016,9138288,Anika Oltmann,Fully Cellular Containership,25361,,1998,Liberia,,Schiffahrtsgesellschaft Oltmann Verwaltungs mbH & Co KG ,Germany,Schiffahrtsgesellschaft Oltmann Verwaltungs mbH & Co KG ,Anika Oltmann Schiffahrtsges. mbH & Company KG ,Germany,Alang,India,14-12-2016
2016,9160396,Patricia Rickmers,Fully Cellular Containership,26131,,1998,Madeira,,Rickmers Reederei GmbH & Cie KG  ,Germany,Rickmers Reederei GmbH & Cie KG  ,ms Patricia Rickmers Reederei Rickmers GmbH & Cie KG ,Germany,Alang,India,25-07-2016
2016,9225005,John Oldendorff,Bulk Carrier,86201,,2001,Malta,,Egon Oldendorff KG,Germany,Oldendorff Carriers GmbH & Company KG ,Oldendorff Carriers GmbH & Company KG ,Germany,Chittagong,Bangladesh,24-03-2016
2016,9252254,HS Mozart,Fully Cellular Containership,50243,,2002,Malta,,Hansa Treuhand Schiffsbeteiligungs AG & Company K.G. ,Germany,Hansa Treuhand Schiffsbeteiligungs AG & Company K.G. ,Schiffahrts-Ges. HS Mozart mbH & CompanyKG ,Germany,Chittagong,Bangladesh,01-11-2016
2016,9127502,AS Mars,Fully Cellular Containership,14241,,1996,Marshall Islands,,Alpha Ship GmbH & Company KG  ,Germany,Alpha Shipmanagement GmbH & Company KG  ,Alpha Ship GmbH & Company KG ms Mars  ,Germany,Alang,India,07-09-2016
2016,9144299,Lipica ,Bulk Carrier,24954,,1998,Marshall Islands,,Peter Doehle Schiffahrts-KG  ,Germany,Splosna Plovba d.o.o.  ,Genshipping Corporation  ,Liberia,Gadani,Pakistan,26-05-2016
2016,9282950,Dallas,Fully Cellular Containership,54592,,2004,Palau,,Bernhard Schulte Group of Companies ,Germany,Bernhard Schulte Shipmanagement (Cyprus) Company Limited ,Isinoa Shipping Limited ,Cyprus,Chittagong,Bangladesh,05-11-2016
2016,9231755,Tai,Fully Cellular Containership,65131,,2002,Palau,,Conti Holding GmbH & Company KG  ,Germany,Conti Reederei Management GmbH & Company Konzeptions KG  ,Conti 2 Container Schiffahrts-GmbH & Company KG ms Conti Taipei  ,Germany,Alang,India,05-05-2016
2016,9215830,Public,Fully Cellular Containership,74310,,2001,Palau,,Dr. Peters GmbH & Company KG ,Germany,DS-Schiffahrt GmbH & Company KG ,DS-Rendite-Fonds Nr.119 DS Republic GmbH & Company Containerschiff KG ,Germany,Alang,India,01-11-2016
2016,9215854,Dom,Fully Cellular Containership,74310,,2001,Palau,,Dr. Peters GmbH & Company KG  ,Germany,DS-Schiffahrt GmbH & Company KG  ,DS-Fonds Nr.118 DS Dominion GmbH & Company Containerschiff KG  ,Germany,Chittagong,Bangladesh,17-05-2016
2016,9215866,Rio,Fully Cellular Containership,74310,,2001,Palau,,Dr. Peters GmbH & Company KG  ,Germany,DS-Schiffahrt GmbH & Company KG  ,DS-Rendite-Fonds Nr.117 DS Patriot GmbH & Company Containershiff KG  ,Germany,Alang,India,02-08-2016
2016,9248083,Colo,Fully Cellular Containership,50242,,2001,Palau,,Hansa Treuhand Schiffsbeteiligungs AG & Company K.G. ,Germany,Hansa Shipping GmbH & Company KG ,HS Colon Shipping Company Limited ,Liberia,Alang,India,18-10-2016
2016,8501581,Fenel,Bulk Carrier,13567,,1986,Palau,,MST Mineralien Schiffahrt Spedition und Transport GmbH  ,Germany,MST Mineralien Schiffahrt Spedition und Transport GmbH  ,Fenella Shipping (Private) Limited  ,Singapore,Chittagong,Bangladesh,12-04-2016
2016,9230074,The End,Fully Cellular Containership,25713,,2001,Palau,,Norddeutsche Vermogen Holding GmbH & Company  ,Germany,H. Schuldt OHG (GmbH & Company) ,Beteiligungs-KG ms Northern Endeavour Schiffahrtsges mbH & Company ,Germany,Alang,India,20-07-2016
2016,9230086,Endura,Fully Cellular Containership,25713,,2001,Palau,,Norddeutsche Vermogen Holding GmbH & Company  ,Germany,H. Schuldt OHG (GmbH & Company) ,Beteiligungs KG ms Northern Endurance Schiffahrts GmbH & Company ,Germany,Alang,India,17-08-2016
2016,9316323,Apu,Fully Cellular Containership,30047,,2005,Palau,,Peter Doehle Schiffahrts-KG ,Germany,Hammonia Reederei GmbH & Company KG ,Apulia Shipping Company Limited ,Liberia,Alang,India,18-11-2016
2016,9141778,Santa G.,Fully Cellular Containership,21531,,1997,Palau,,Reederei Claus-Peter Offen (GmbH & Company KG),Germany,Reederei Claus-Peter Offen (GmbH & Company KG),KG ms Santa Giulietta Offen Reederei GmbH & Company ,Germany,Chittagong,Bangladesh,28-05-2016
2016,9153393,Stin,Fully Cellular Containership,25361,,1997,Palau,,Reederei Heinrich und Rudolf Schepers GmbH ,Germany,Reederei Heinrich und Rudolf Schepers GmbH ,H.& H. Schepers GmbH & Company KG ms Kerstin S. ,Germany,Alang,India,15-10-2016
2016,9225419,Heike,Fully Cellular Containership,32322,,2000,Palau,,Reederei Stefan Patjens GmbH & Company KG ,Germany,Reederei Stefan Patjens GmbH & Company KG ,ms Heike Stefan Patjens GmbH & Company KG ,Germany,Chittagong,Bangladesh,09-10-2016
2016,9232759,Liwi,Fully Cellular Containership,32322,,2001,Palau,,Reederei Stefan Patjens GmbH & Company KG ,Germany,Reederei Stefan Patjens GmbH & Company KG ,ms Liwia Stefan Patjens GmbH & Company KG ,Germany,Chittagong,Bangladesh,21-10-2016
2016,9232747,Met,Fully Cellular Containership,32322,,2001,Palau,,Reederei Stefan Patjens GmbH & Company KG ,Germany,Reederei Stefan Patjens GmbH & Company KG ,ms Meta Stefan Patjens GmbH & Company KG ,Germany,Alang,India,05-10-2016
2016,9225407,Alex,Fully Cellular Containership,32322,,2000,Palau,,Reederei Stefan Patjens GmbH & Company KG ,Germany,Reederei Stefan Patjens GmbH & Company KG ,ms Alexandra Stefan Patjens GmbH & Company KG ,Germany,Alang,India,21-10-2016
2016,9236523,Rin,Fully Cellular Containership,51364,,2002,Palau,,Rickmers Reederei GmbH & Cie KG  ,Germany,Rickmers Reederei GmbH & Cie KG  ,ms Cathrine Rickmers Schiffahrtsges mbH & Cie KG ,Germany,Chittagong,Bangladesh,31-05-2016
2016,9127514,Venuss,Fully Cellular Containership,14241,,1996,St. Kitts-Nevis,,Alpha Ship GmbH & Company KG ,Germany,Alpha Shipmanagement GmbH & Company KG ,Steamship Coasters Incorporated N.V. ,Curacao,Alang,India,13-11-2016
2016,9134581,Andrew II,Fully Cellular Containership,23722,,1998,St. Kitts-Nevis,,Alpha Ship GmbH & Company KG  ,Germany,Alpha Shipmanagement GmbH & Company KG  ,Alpha Ship GmbH ms Pegasus & Company KG  ,Marshall Islands,Alang,India,04-08-2016
2016,9134593,Taurus - I,Fully Cellular Containership,23722,,1998,St. Kitts-Nevis,,Alpha Ship GmbH & Company KG  ,Germany,Alpha Shipmanagement GmbH & Company KG  ,Alpha Ship GmbH & Company KG ms Taurus  ,Germany,Chittagong,Bangladesh,09-08-2016
2016,9127526,Tor ,Fully Cellular Containership,14241,,1997,St. Kitts-Nevis,,Alpha Ship GmbH & Company KG  ,Germany,Alpha Shipmanagement GmbH & Company KG  ,Alpha Ship GmbH & Company KG ms Castor  ,Germany,Alang,India,08-09-2016
2016,9149689,Freeway,General Cargo With Container Capacity,18597,,1998,St. Kitts-Nevis,,Bereederungsgesellschaft H.Vogemann GmbH & Company KG ,Germany,Bereederungsgesellschaft H.Vogemann GmbH & Company KG ,Voge Freeway GmbH & Company KG  ,Germany,Alang,India,07-06-2016
2016,9231169,Auguste Schulte,Fully Cellular Containership,27093,,2002,St. Kitts-Nevis,,Bernhard Schulte Group of Companies ,Germany,Bernhard Schulte Shipmanagement (Deutschland) & Company KG ,ms Auguste Schulte Schiffahrtsges. mbH & Company KG ,Germany,Chittagong,Bangladesh,22-12-2016
2016,9130171,Henrie,Fully Cellular Containership,16281,,1997,St. Kitts-Nevis,,Bernhard Schulte Group of Companies ,Germany,Bernhard Schulte Shipmanagement (Deutschland) & Company KG ,ms Henriette Schulte Schifffahrtsgesellschaft mbH & Company KG ,Germany,Alang,India,29-12-2016
2016,9215646,Evan,Fully Cellular Containership,65918,,2000,St. Kitts-Nevis,,Conti Holding GmbH & Company KG ,Germany,Conti Reederei Management GmbH & Company Konzeptions KG ,Conti 15 Alemania Schiffahrts GmbH & Company KG ms Conti Porto ,Germany,Gadani,Pakistan,15-11-2016
2016,9235098,Sinki,Fully Cellular Containership,65131,,2002,St. Kitts-Nevis,,Conti Holding GmbH & Company KG  ,Germany,Conti Reederei Management GmbH & Company Konzeptions KG  ,Conti 3 Container Schiffahrts-GmbH & Company KG ms Hanjin Helsinki  ,Germany,Chittagong,Bangladesh,08-06-2016
2016,9232072,Pra,Fully Cellular Containership,50242,,2001,St. Kitts-Nevis,,Dr. Peters GmbH & Company KG ,Germany,Dr. Peters GmbH & Company KG ,DS-Rendite-Fonds Nr.86 ms Praha GmbH & Company Containerschiff KG ,Germany,Alang,India,21-02-2016
2016,9215828,Kingdom,Fully Cellular Containership,74310,,2001,St. Kitts-Nevis,,Dr. Peters GmbH & Company KG  ,Germany,DS-Schiffahrt GmbH & Company KG  ,DS-Rendite-Fonds Nr.115 DS Kingdom GmbH & Company Containerschiff KG  ,Germany,Alang,India,09-04-2016
2016,9139490,Mundri,Fully Cellular Containership,53324,,1997,St. Kitts-Nevis,,F. Laeisz Schiffahrtsges.mbH & Company ,Germany,Reederei F.Laeisz GmbH  ,Beteiligungs KG ms Atlas Schiffahrtsges. mbH & Company ,Germany,Chittagong,Bangladesh,09-06-2016
2016,9122394,Galli,Fully Cellular Containership,29383,,1996,St. Kitts-Nevis,,Hansa Mare Reederei GmbH & Company KG  ,Germany,Hansa Mare Reederei GmbH & Company KG  ,MS Mare Gallicum Schiffahrtsges. mbH & Company KG  ,Germany,Chittagong,Bangladesh,07-06-2016
2016,9252266,HS Beethoven-I,Fully Cellular Containership,50243,,2002,St. Kitts-Nevis,,Hansa Treuhand Schiffsbeteiligungs AG & Company K.G. ,Germany,Hansa Shipping GmbH & Company KG ,Schiffahrts-Gesellschaft HS Beethoven MbH & Company KG ,Germany,Chittagong,Bangladesh,01-10-2016
2016,9124378,Glory 1,Fully Cellular Containership,23897,,1996,St. Kitts-Nevis,,Hansa Treuhand Schiffsbeteiligungs AG & Company K.G.  ,Germany,Hansa Treuhand Schiffsbeteiligungs AG & Company K.G.  ,Schiffahrts-Gesellschaft ms Glory mbH & Company ,Germany,Chittagong,Bangladesh,31-08-2016
2016,9124380,Primus I,Fully Cellular Containership,23897,,1997,St. Kitts-Nevis,,Hansa Treuhand Schiffsbeteiligungs AG & Company K.G.  ,Germany,Hansa Treuhand Schiffsbeteiligungs AG & Company K.G.  ,Schiffahrtsges. ms Primus mbH & Company ,Germany,Alang,India,02-08-2016
2016,9252101,Viktoria Wulff-I,Fully Cellular Containership,52701,,2006,St. Kitts-Nevis,,John Peter Wulff GmbH & Company KG (Reederei Hermann Wulff) ,Germany,John Peter Wulff GmbH & Company KG (Reederei Hermann Wulff) ,Erste RHW Schiffahrtsges. mbH & Company KG ,Germany,Chittagong,Bangladesh,15-11-2016
2016,9185401,Olf,Fully Cellular Containership,32322,,1999,St. Kitts-Nevis,,John Peter Wulff GmbH & Company KG (Reederei Hermann Wulff)  ,Germany,John Peter Wulff GmbH & Company KG (Reederei Hermann Wulff)  ,MS Elbwolf John-Peter Wulff Schiffahrtsges. mbH & Company KG ,Germany,Chittagong,Bangladesh,21-06-2016
2016,9151876,HH North,Fully Cellular Containership,7171,,1998,St. Kitts-Nevis,,Konig & Cie GmbH & Company KG ,Germany,Konig & Cie GmbH & Company KG ,Julieta Corporation ,Germany,Alang,India,07-10-2016
2016,9153381,Ela S. ,Fully Cellular Containership,25361,,1997,St. Kitts-Nevis,,Reederei Heinrich und Rudolf Schepers GmbH ,Germany,Reederei Heinrich und Rudolf Schepers GmbH ,Rudolf Schepers Schiffahrtsges. mbH & Company KG ms Michaela S. ,Germany,Alang,India,07-12-2016
2016,8517944,Hyundai No.103,Vehicle Carrier,40772,,1986,St. Kitts-Nevis,,Rickmers Reederei GmbH & Cie KG ,Germany,Global Management Limited ,Frimley Assets S.A. ,Panama,Chittagong,Bangladesh,30-03-2016
2016,9152753,Aenne,Fully Cellular Containership,26131,,1998,St. Kitts-Nevis,,Rickmers Reederei GmbH & Cie KG  ,Germany,Rickmers Reederei GmbH & Cie KG  ,ms Aenne Rickmers Schiffsbeteiligungsges. mbH & Company ,Germany,Alang,India,28-04-2016
2016,9145243,HH West,Fully Cellular Containership,7171,,1998,St. Kitts-Nevis ,,OSM Shipping GmbH & Company KG ,Germany,OSM Shipping GmbH & Company KG ,Seashore Investment Corporation ,Germany,Aliaga,Turkey,18-02-2016
2016,8404238,Electra,Reefer,9096,,1984,St. Vincent & Grenadines,,Ost-West-Handel und Schiffahrt GmbH  ,Germany,Ost-West-Handel und Schiffahrt GmbH  ,Muriel Limited Incorporated  ,Panama,Alang,India,12-04-2016
2016,9127801,Sirius I,Fully Cellular Containership,21199,,1998,Togo,,Alpha Ship GmbH & Company KG  ,Germany,Alpha Shipmanagement GmbH & Company KG  ,Alpha Ship GmbH & Company KG ms Sirius  ,Marshall Islands,Alang,India,18-08-2016
2016,9228514,Bonny I,Fully Cellular Containership,30024,,2001,Togo,,Hansa Treuhand Schiffsbeteiligungs AG & Company K.G. ,Germany,Hansa Treuhand Schiffsbeteiligungs AG & Company K.G. ,Schiffahrtsgesellschaft ms Bonny mbH & Company KG ,Germany,Chittagong,Bangladesh,23-11-2016
2016,8904264,Kriton,Product Tanker,28933,,1991,Bahamas,,Ionia Management S.A.  ,Greece,Ionia Management S.A.  ,Kriton Maritime S.A.  ,Bahamas,Chittagong,Bangladesh,28-04-2016
2016,8300365,Belgian Reefer,Reefer,12383,,1983,Bahamas,,Kollakis Group  ,Greece,Chartworld Shipping Corporation  ,Prow Shipping Corporation  ,Marshall Islands,Alang,India,23-09-2016
2016,9118226,Navaho,Bulk Carrier,10421,,1995,Bahamas,,MFS Shipmanagement Corporation  ,Greece,MFS Shipmanagement Corporation  ,Navaho Shipping Limited  ,Marshall Islands,Aliaga,Turkey,24-05-2016
2016,7637632,Aggeliki,General Cargo,1982,,1977,Belize,,New Kronos Star Maritime Company S.A. ,Greece,New Kronos Star Maritime Company S.A. ,Escada Shipmanagement Corporation ,Marshall Islands,Aliaga,Turkey,01-09-2016
2016,9275646,Roxy,Fully Cellular Containership,54881,,2004,Comoros,,Box Ships Incorporated ,Greece,Box Ships Incorporated ,Box Ships Incorporated ,Greece,Alang,India,18-10-2016
2016,9154139,Eli,Bulk Carrier,37787,,1997,Comoros,,Coronis Shipping Company Limited ,Greece,Carras (Hellas) Limited ,Armonia Shipmanagement S.A. ,Panama,Chittagong,Bangladesh,04-01-2016
2016,8406054,Rain,Liquefied Petroleum Gas Carrier,47938,,1986,Comoros,,Naftomar Shipping & Trading Company Limited ,Greece,Naftomar Shipping & Trading Company Limited ,Gaz Sea Transportation Shipping & Trading Company S.A. ,Greece,Gadani,Pakistan,14-10-2016
2016,7904205,Gazal,Liquid Petroleum Gas Carrier,8997,,1987,Comoros,,Naftomar Shipping & Trading Company Limited  ,Greece,Naftomar Shipping & Trading Company Limited  ,Ocean Chemical Shipping & Trading Company S.A.  ,Greece,Alang,India,09-05-2016
2016,9070773,Lass,Bulk Carrier,25498,,1994,Comoros,,Perseas Shipping S.A. ,Greece,Perseas Shipping S.A. ,Anassa S.A. ,Panama,Alang,India,19-03-2016
2016,9018414,Sam ,Product Tanker,25800,,1991,Comoros,,Polyar Shipping Company Limited  ,Greece,Polyar Shipping Company Limited  ,Sakama Shipping Private Limited  ,Singapore,Gadani,Pakistan,20-08-2016
2016,9175456,Bailey Taylor,Bulk Carrier,18179,,1998,Comoros,,Quantum Shipping Limited ,Greece,Quantum Shipping Limited ,Picture Maritime Corporation ,Marshall Islands,Alang,India,05-04-2016
2016,9074119,Bambi,Bulk Carrier,81120,,1994,Comoros,,The Angelicoussis Group ,Greece,Anangel Shipping Enterprises S.A. ,Ambition Special Maritime Enterprise (ENE) ,Greece,Chittagong,Bangladesh,18-01-2016
2016,9387102,Angel,Fully Cellular Containership,54828,,2006,Comoros,,Unitized Ocean Transport Limited ,Greece,Unitized Ocean Transport Limited ,Kapa Shipping Company Incorporated ,Marshall Islands,Alang,India,02-12-2016
2016,9161479,Panamax Applause,Bulk Carrier,35885,,1997,Cyprus,,Cyprus Maritime Company Limited ,Greece,Cyprus Maritime Company Limited ,Keen Marine Company Limited ,Cyprus,Gadani,Pakistan,07-02-2016
2016,9116565,Cape Canada,Bulk Carrier,87803,,1996,Cyprus,,Cyprus Sea Lines Company Limited ,Greece,Cyprus Sea Lines Company Limited ,Cape Canada Marine Company ,Marshall Islands,Alang,India,09-01-2016
2016,9125451,Cape Olive,Bulk Carrier,85663,,1996,Cyprus,,Cyprus Sea Lines Company Limited ,Greece,Cyprus Sea Lines Company Limited ,Bardin Marine Company Limited ,Cyprus,Gadani,Pakistan,03-02-2016
2016,9065625,Federal,Fully Cellular Containership,51841,,1994,Cyprus,,Danaos Corporation ,Greece,Danaos Shipping Company Limited ,Federal Marine Incorporated ,Liberia,Alang,India,10-01-2016
2016,9114189,Thermaikos,Fully Cellular Containership,19147,,1996,Cyprus,,Dioryx Maritime Corporation ,Greece,Dioryx Maritime Corporation ,Nireus Navigation Company Limited ,Cyprus,Alang,India,10-01-2016
2016,9114191,Dorikos,Fully Cellular Containership,19147,,1996,Cyprus,,Dioryx Maritime Corporation ,Greece,Dioryx Maritime Corporation ,Dorikos Navigation Company Limited ,Cyprus,Alang,India,09-01-2016
2016,8802935,Agios Emilianos,Bulk Carrier,36573,,1989,Cyprus,,Ilios Shipping Company S.A. ,Greece,Ilios Shipping Company S.A. ,Watervale Marine Company Limited ,Cyprus,Alang,India,24-02-2016
2016,8812708,Gallant John,Bulk Carrier,36493,,1989,Cyprus,,P.& P. Shipping Company (Hellas) S.A. ,Greece,P.& P. Shipping Company (Hellas) S.A. ,Malimer Shipping Company Limited ,Cyprus,Alang,India,27-02-2016
2016,9104483,Hawk,Bulk Carrier,26122,,1994,Cyprus,,Ranger Marine S.A. ,Greece,Ranger Marine S.A. ,Evelina Marine Limited,Cyprus,Chittagong,Bangladesh,25-12-2016
2016,8117615,Tolmi,Bulk Carrier,21305,,1989,Greece,,D.N. Efthymiou Group  ,Greece,D. Efthymiou Shipping S.A.  ,Westdene Maritime Limited  ,Isle of Man,Alang,India,11-06-2016
2016,9111709,Jetferry 1,Roll On Roll Off,2336,,1995,Greece,,G.A. Ferries S.A. ,Greece,G.A. Ferries S.A. ,Ionion Pelagos (Hellas) Shipping Company ,Greece,Aliaga,Turkey,27-01-2016
2016,9123374,Alpha Friendship,Bulk Carrier,81140,,1996,Greece,,Kanellakis group of companies ,Greece,Alpha Bulkers Shipmanagement Incorporated ,Prescott Shipping Incorporated ,Liberia,Chittagong,Bangladesh,30-01-2016
2016,9185774,Alpha Flame ,Bulk Carrier,38852,,1999,Greece,,Kanellakis group of companies  ,Greece,Alpha Bulkers Shipmanagement Incorporated  ,Flame Special Maritime Enterprise E.N.E.  ,Greece,Gadani,Pakistan,23-04-2016
2016,9138941,Anatoli,Bulk Carrier,27566,,1998,Greece,,Marmaras Navigation Limited  ,Greece,Marmaras Navigation Limited  ,Anatoliki-Special Maritime Enterprise  ,Greece,Gadani,Pakistan,23-04-2016
2016,9074676,Samjohn Spirit ,Bulk Carrier,38077,,1994,Greece,,Samonas family  ,Greece,John Samonas & Sons Limited ,Toxotis Shipping Company E.N.E.  ,Cayman Islands,Gadani,Pakistan,19-02-2016
2016,7726940,Efstratios,General Cargo With Container Capacity,2579,,1978,Greece,,Sea Current Shipping Company Limited ,Greece,Sea Current Shipping Company Limited ,Sea Current Shipping Company Limited ,Greece,Aliaga,Turkey,19-12-2016
2016,9176644,Anangel Eternity,Bulk Carrier,86600,,1999,Greece,,The Angelicoussis Group  ,Greece,Anangel Maritime Services Incorporated  ,Anangel Eternity Shipping Inc  ,Marshall Islands,Chittagong,Bangladesh,14-07-2016
2016,9139983,New Smart,Bulk Carrier,36604,,1996,Hong Kong,,New Shipping Limited ,Greece,New Shipping Limited ,Silver Express Shipping Limited ,Hong Kong,Gadani,Pakistan,24-12-2015
2016,9117325,Energy Ranger,Bulk Carrier,26330,,1996,Isle of Man,,Enterprises Shipping & Trading S.A.  ,Greece,Enterprises Shipping & Trading S.A.  ,Verizon Marine Limited  ,Greece,Gadani,Pakistan,23-04-2016
2016,9169249,Iron Baron,Bulk Carrier,88385,,1999,Isle of Man,,Enterprises Shipping & Trading S.A.  ,Greece,Enterprises Shipping & Trading S.A.  ,Compagnie d'Investissments Belvedere S.A. ,British Virgin Islands,Chittagong,Bangladesh,28-05-2016
2016,9009009,Araevo,Tanker,18625,,1991,Liberia,,Aegean Marine Petroleum S.A. ,Greece,Aegean Shipping Management S.A. ,Jasper (M.I.) Navigation S.A. ,Liberia,Gadani,Pakistan,01-12-2015
2016,9081784,Dona Zoitsa,Bulk Carrier,36074,,1995,Liberia,,Arion Shipping Limited ,Greece,Arion Shipping Limited ,Tresoro Marine Company ,Liberia,Gadani,Pakistan,13-02-2016
